access,author,category,consortium,id,MRB-filename,LDHub-filename,mr,ncase,ncontrol,note,nsnp,path,pmid,population,priority,sample_size,sd,sex,subcategory,trait,unit,year
public,Luciano,Risk factor,NA,1064,METAANALYSIS11.TBL.2crtm2cohorts.new.tab,METAANALYSIS11.TBL.2crtm2cohorts.new.tab.sumstats.gz,1,NA,NA,Metric of information processing speed,2415500,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Luciano21130836/,21130836,European,1,2602,81.45,Males and females,Psychiatric / neurological,2-choice reaction time,SD (milliseconds),2011
public,Luciano,Risk factor,NA,1065,METAANALYSIS1.IT.TBL.new.tab,METAANALYSIS1.IT.TBL.new.tab.sumstats.gz,1,NA,NA,Metric of information processing speed,2402666,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Luciano21130836/,21130836,European,1,2645,48.34,Males and females,Psychiatric / neurological,Inspection time,SD (milliseconds),2011
public,Luciano,Risk factor,NA,1066,METAANALYSIS1.SRT.TBL.new.tab,METAANALYSIS1.SRT.TBL.new.tab.sumstats.gz,1,NA,NA,Metric of information processing speed,2415500,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Luciano21130836/,21130836,European,1,2378,75.43,Males and females,Psychiatric / neurological,Simple reaction time,SD (milliseconds),2011
public,Luciano,Risk factor,NA,1067,METAANALYSIS1.TBL.DS3cohorts.new.tab,METAANALYSIS1.TBL.DS3cohorts.new.tab.sumstats.gz,1,NA,NA,Metric of information processing speed,2402676,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Luciano21130836/,21130836,European,1,2956,11.86,Males and females,Psychiatric / neurological,Digit symbol,SD (number correct in 90/120 seconds),2011
public,Luciano,Risk factor,NA,1068,METAANALYSIS2.4CRT.TBL.new.tab,METAANALYSIS2.4CRT.TBL.new.tab.sumstats.gz,1,NA,NA,Metric of information processing speed,2402691,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Luciano21130836/,21130836,European,1,2829,105.07,Males and females,Psychiatric / neurological,4-choice reaction time,SD (milliseconds),2011
public,Chan,Risk factor,NA,1069,SHR.INVNORMAL.AfricanAmericans.Stage1.RELEASE.ROUNDED.tbl.gz.tab,SHR.INVNORMAL.AfricanAmericans.Stage1.RELEASE.ROUNDED.tbl.gz.tab.sumstats.gz,1,NA,NA,Ratio of sitting height to total height; effect allele frequencies are missing,14202955,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Chan_25865494_sitting-height-ratio/,25865494,African American,1,3545,NA,Males and females,Anthropometric,Sitting height ratio,SD,2015
public,Randall JC,Risk factor,GIANT,107,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WEIGHT_WOMEN_N.txt.tab,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WEIGHT_WOMEN_N.txt.tab.sumstats.gz,1,NA,NA,NA,2747007,/projects/MRC-IEU/publicdata/GWAS_summary_data/GIANT_2010_2012_2013,23754948,European,2,73137,13.57,Females,Anthropometric,Weight,SD (kg),2013
public,Chan,Risk factor,NA,1070,SHR.INVNORMAL.EuropeanAncestry.Stage1.RELEASE.ROUNDED.tbl.gz.tab,SHR.INVNORMAL.EuropeanAncestry.Stage1.RELEASE.ROUNDED.tbl.gz.tab.sumstats.gz,1,NA,NA,Ratio of sitting height to total height; effect allele frequencies are missing,7710729,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Chan_25865494_sitting-height-ratio/,25865494,European,1,21590,NA,Males and females,Anthropometric,Sitting height ratio,SD,2015
public,Chan,Risk factor,NA,1071,SHR.FEMALES.INVNORMAL.EuropeanAncestry.Stage1.RELEASE.ROUNDED.tbl.gz.tab,SHR.FEMALES.INVNORMAL.EuropeanAncestry.Stage1.RELEASE.ROUNDED.tbl.gz.tab.sumstats.gz,1,NA,NA,Ratio of sitting height to total height; effect allele frequencies are missing,7707032,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Chan_25865494_sitting-height-ratio/,25865494,European,1,12965,NA,Females,Anthropometric,Sitting height ratio,SD,2015
public,Chan,Risk factor,NA,1072,SHR.MALES.INVNORMAL.EuropeanAncestry.Stage1.RELEASE.ROUNDED.tbl.gz.tab,SHR.MALES.INVNORMAL.EuropeanAncestry.Stage1.RELEASE.ROUNDED.tbl.gz.tab.sumstats.gz,1,NA,NA,Ratio of sitting height to total height; effect allele frequencies are missing,7651791,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Chan_25865494_sitting-height-ratio/,25865494,European,1,8625,NA,Males,Anthropometric,Sitting height ratio,SD,2015
public,Evans,Risk factor,NA,1073,Cu_autosomes.txt.tab,Cu_autosomes.txt.tab.sumstats.gz,1,NA,NA,Effect allele frequencies are missing,2543646,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Evans_blood_metal/,23720494,European,1,2603,NA,Males and females,Metal,Copper,SD,2013
public,Evans,Risk factor,NA,1074,Cu_ChrX.txt.tab,Cu_ChrX.txt.tab.sumstats.gz,1,NA,NA,Effect allele frequencies are missing,13771,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Evans_blood_metal/,23720494,European,1,2603,NA,Males and females,Metal,Copper,SD,2013
public,Evans,Risk factor,NA,1075,Se_ALSPAC_autosomes.txt.tab,Se_ALSPAC_autosomes.txt.tab.sumstats.gz,1,NA,NA,Effect allele frequencies are missing,2451527,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Evans_blood_metal/,23720494,European,1,2874,NA,Females,Metal,Selenium,SD,2013
public,Evans,Risk factor,NA,1076,Se_ALSPAC_ChrX.txt.tab,Se_ALSPAC_ChrX.txt.tab.sumstats.gz,1,NA,NA,Effect allele frequencies are missing,36697,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Evans_blood_metal/,23720494,European,1,2874,NA,Females,Metal,Selenium,SD,2013
public,Evans,Risk factor,NA,1077,Se_QIMR_autosomes.txt.tab,Se_QIMR_autosomes.txt.tab.sumstats.gz,1,NA,NA,Effect allele frequencies are missing,2543617,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Evans_blood_metal/,23720494,European,1,2603,NA,Males and females,Metal,Selenium,SD,2013
public,Evans,Risk factor,NA,1078,Se_QIMR_ChrX.txt.tab,Se_QIMR_ChrX.txt.tab.sumstats.gz,1,NA,NA,Effect allele frequencies are missing,13771,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Evans_blood_metal/,23720494,European,1,2603,NA,Males and females,Metal,Selenium,SD,2013
public,Evans,Risk factor,NA,1079,Zn_autosomes.txt.tab,Zn_autosomes.txt.tab.sumstats.gz,1,NA,NA,Effect allele frequencies are missing,2543610,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Evans_blood_metal/,23720494,European,1,2603,NA,Males and females,Metal,Zinc,SD,2013
public,Randall JC,Risk factor,GIANT,108,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WHR_MEN_N.txt.tab,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WHR_MEN_N.txt.tab.sumstats.gz,1,NA,NA,NA,2743340,/projects/MRC-IEU/publicdata/GWAS_summary_data/GIANT_2010_2012_2013,23754948,European,7,60586,0.07416015,Males,Anthropometric,Waist-to-hip ratio,SD (ratio),2013
public,Evans,Risk factor,NA,1080,Zn_ChrX.txt.tab,Zn_ChrX.txt.tab.sumstats.gz,1,NA,NA,Effect allele frequencies are missing,13771,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Evans_blood_metal/,23720494,European,1,2603,NA,Males and females,Metal,Zinc,SD,2013
public,Feehally J,Disease,NA,1081,GNEPH_for_MRBase.csv.gz.tab,GNEPH_for_MRBase.csv.gz.tab.sumstats.gz,1,977,4980,NA,278077,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Fee20595,20595679,European,1,5957,NA,Males and females,Kidney,IgA nephropathy,log odds,2010
public,Kohler A,Disease,NA,1082,TC_publication_Koehler2013_summary.txt.tab,TC_publication_Koehler2013_summary.txt.tab.sumstats.gz,1,649,431,NA,572028,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Kohler_ThyroidCancer_23894154,23894154,European,1,1080,NA,Males and females,Cancer,Thyroid cancer,log odds,2013
public,Horikoshi,Risk factor,NA,1083,BW3_EUR_summary_stats.txt.gz.tab,BW3_EUR_summary_stats.txt.gz.tab.sumstats.gz,1,NA,NA,BW Z-score transformed,16245524,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/EGG_birth_weight_27680694/,27680694,European,1,143677,NA,Males and females,Anthropometric,Birth weight,SD,2016
public,Horikoshi,Risk factor,NA,1084,BW3_Transethnic_summary_stats.txt.gz.tab,BW3_Transethnic_summary_stats.txt.gz.tab.sumstats.gz,1,NA,NA,BW Z-score transformed,22434434,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/EGG_birth_weight_27680694/,27680694,Mixed,1,153781,NA,Males and females,Anthropometric,Birth weight,SD,2016
public,van Rheenen,Disease,Project MinE,1085,als.sumstats.lmm.txt.tab,als.sumstats.lmm.txt.tab.sumstats.gz,1,12577,23475,Results from linear mixed model,7740345,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/MinE_27455348/,27455348,European,1,36052,NA,Males and females,Psychiatric / neurological,Amyotrophic lateral sclerosis,log odds,2016
public,van Rheenen,Disease,Project MinE,1086,als.sumstats.meta.txt.tab,als.sumstats.meta.txt.tab.sumstats.gz,1,12577,23475,Results from fixed effects meta-analysis,8709432,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/MinE_27455348/,27455348,European,1,36052,NA,Males and females,Psychiatric / neurological,Amyotrophic lateral sclerosis,log odds,2016
public,Jones,Risk factor,UK Biobank,1087,Chronotype_SIN_BOLT.output_plus.metrics_MAF0.001_HWE1E-5_qual0.4.txt.gz.tab,Chronotype_SIN_BOLT.output_plus.metrics_MAF0.001_HWE1E-5_qual0.4.txt.gz.tab.sumstats.gz,1,NA,NA,Results from interim Biobank release enriched for smokers; could lead to bias through collider issues in MR,17032431,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Jones_morningness_sleep_duration/,27494321,European,1,128266,NA,Males and females,Sleeping,Chronotype,SD,2016
public,Jones,Risk factor,UK Biobank,1088,Sleep_Duration_SIN_BOLT.output_plus.metrics_MAF0.001_HWE1E-5_qual0.4.txt.gz.tab,Sleep_Duration_SIN_BOLT.output_plus.metrics_MAF0.001_HWE1E-5_qual0.4.txt.gz.tab.sumstats.gz,1,NA,NA,Results from interim Biobank release enriched for smokers; could lead to bias through collider issues in MR,16761226,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Jones_morningness_sleep_duration/,27494321,European,1,128266,NA,Males and females,Sleeping,Sleep duration,SD,2016
public,Wood,Risk factor,UK Biobank,1089,bmi_dom_dev.txt.gz.tab,bmi_dom_dev.txt.gz.tab.sumstats.gz,0,NA,NA,Dominance model? If so then not necessarily of value for MR; Results from interim Biobank release enriched for smokers; could lead to bias through collider issues in MR,8654252,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Jones_morningness_sleep_duration/,26961502,European,1,120286,NA,Males and females,Anthropometric,Body mass index,NA,2016
public,Randall JC,Risk factor,GIANT,109,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WHR_WOMEN_N.txt.tab,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WHR_WOMEN_N.txt.tab.sumstats.gz,1,NA,NA,NA,2738303,/projects/MRC-IEU/publicdata/GWAS_summary_data/GIANT_2010_2012_2013,23754948,European,8,73137,0.07703981,Females,Anthropometric,Waist-to-hip ratio,SD (ratio),2013
public,Wood,Disease,UK Biobank,1090,t2d_dom_dev.txt.csv.tab,t2d_dom_dev.txt.csv.tab.sumstats.gz,0,4040,116246,Dominance model? If so then not necessarily of value for MR; Results from interim Biobank release enriched for smokers; could lead to bias through collider issues in MR,8404296,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Jones_morningness_sleep_duration/,26961502,European,1,120286,NA,Males and females,Diabetes,Type 2 diabetes,log odds,2016
public,Pilling,Risk factor,UK Biobank,1091,results.UKBiobank_9millionSNPs.parents_lifespan.Pilling_et_al_2016_Aging.txt.gz.BETA_top_1_percent.tab,results.UKBiobank_9millionSNPs.parents_lifespan.Pilling_et_al_2016_Aging.txt.gz.BETA_top_1_percent.tab.sumstats.gz,1,NA,NA,At least one parent in top 1% of parents attained age; Results from interim Biobank release enriched for smokers; could lead to bias through collider issues in MR,9583643,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Jones_morningness_sleep_duration/,27015805,European,1,75244,NA,Males and females,Aging,Top 1 % survival,log odds,2016
public,Pilling,Risk factor,UK Biobank,1092,results.UKBiobank_9millionSNPs.parents_lifespan.Pilling_et_al_2016_Aging.txt.gz.BETA_fathers_age_death.tab,results.UKBiobank_9millionSNPs.parents_lifespan.Pilling_et_al_2016_Aging.txt.gz.BETA_fathers_age_death.tab.sumstats.gz,1,NA,NA,Father's age at death; Results from interim Biobank release enriched for smokers; could lead to bias through collider issues in MR,9583643,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Jones_morningness_sleep_duration/,27015805,European,1,75244,NA,Males and females,Aging,Father's age at death,SD,2016
public,Pilling,Risk factor,UK Biobank,1093,results.UKBiobank_9millionSNPs.parents_lifespan.Pilling_et_al_2016_Aging.txt.gz.BETA_mothers_age_death.tab,results.UKBiobank_9millionSNPs.parents_lifespan.Pilling_et_al_2016_Aging.txt.gz.BETA_mothers_age_death.tab.sumstats.gz,1,NA,NA,Mother's age at death; Results from interim Biobank release enriched for smokers; could lead to bias through collider issues in MR,9583643,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Jones_morningness_sleep_duration/,27015805,European,1,75244,NA,Males and females,Aging,Mother's age at death,SD,2016
public,Pilling,Risk factor,UK Biobank,1094,results.UKBiobank_9millionSNPs.parents_lifespan.Pilling_et_al_2016_Aging.txt.gz.BETA_parents_age_death.tab,results.UKBiobank_9millionSNPs.parents_lifespan.Pilling_et_al_2016_Aging.txt.gz.BETA_parents_age_death.tab.sumstats.gz,1,NA,NA,Combined parents age at death (z-scored); Results from interim Biobank release enriched for smokers; could lead to bias through collider issues in MR,9583643,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Jones_morningness_sleep_duration/,27015805,European,1,75244,NA,Males and females,Aging,Parents' age at death,SD,2016
public,Perry JR,Risk factor,ReproGen,1095,Menarche_Nature2014_GWASMetaResults_17122014.txt.tab,Menarche_Nature2014_GWASMetaResults_17122014.txt.tab.sumstats.gz,1,NA,NA,NA,2441816,/projects/MRC-IEU/publicdata/GWAS_summary_data/Menarche/,25231870,European,1,182416,NA,Females,Reproductive aging,Age at menarche,years,2014
public,Bradfield JP,Risk factor,EGG,1096,EGG_Obesity_Meta_Analysis_1.txt.gz.tab,EGG_Obesity_Meta_Analysis_1.txt.gz.tab.sumstats.gz,1,5530,8318,Effect allele frequencies are missing,2442739,/projects/MRC-IEU/publicdata/GWAS_summary_data/EGG,22484627,European,1,13848,NA,Males and females,Anthropometric,Childhood obesity,log odds,2012
public,Teumer,Risk factor,CKDGen,1097,formatted_MA_overall_2GC_b36_MAFget005_Nget50.csv.tab,formatted_MA_overall_2GC_b36_MAFget005_Nget50.csv.tab.sumstats.gz,1,NA,NA,NA,2191461,/projects/MRC-IEU/publicdata/GWAS_summary_data/CKDGEN,26631737,European,1,54116,NA,Males and females,Kidney,Microalbuminuria,log odds,2015
public,Pattaro,Risk factor,CKDGen,1099,formatted_AA_eGFRcrea_overall_2GC_b36_MAFget005_Nget50.csv.tab,formatted_AA_eGFRcrea_overall_2GC_b36_MAFget005_Nget50.csv.tab.sumstats.gz,1,NA,NA,NA,2453513,/projects/MRC-IEU/publicdata/GWAS_summary_data/CKDGEN,26831199,African American,1,16474,0.24,Males and females,Kidney,Serum creatinine (eGFRcrea),log ml/min/1.73 m^2,2015
public,Liu,Disease,IIBDGC,11,CD_trans_ethnic_association_summ_stats_b37.txt.gz.EAS.tab,CD_trans_ethnic_association_summ_stats_b37.txt.gz.EAS.tab.sumstats.gz,1,1690,3719,NA,154590,/projects/MRC-IEU/publicdata/GWAS_summary_data/IBD,26192919,East Asian,1,5409,NA,Males and females,Autoimmune / inflammatory,Crohn's disease,log odds,2015
public,Randall JC,Risk factor,GIANT,110,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WHRadjBMI_MEN_N.txt.tab,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WHRadjBMI_MEN_N.txt.tab.sumstats.gz,1,NA,NA,Adjusted for BMI,2742745,/projects/MRC-IEU/publicdata/GWAS_summary_data/GIANT_2010_2012_2013,23754948,European,15,60586,0.07416015,Males,Anthropometric,Waist-to-hip ratio,SD (ratio),2013
public,Teumer,Risk factor,CKDGen,1100,formatted_Round3_UACR_DM_2GC_b36_MAFget005_Nget50_2014_03_17.csv.tab,formatted_Round3_UACR_DM_2GC_b36_MAFget005_Nget50_2014_03_17.csv.tab.sumstats.gz,1,NA,NA,In subjects with diabetes mellitus,2191488,/projects/MRC-IEU/publicdata/GWAS_summary_data/CKDGEN,26631737,European,3,5825,0.96,Males and females,Kidney,Urinary albumin-to-creatinine ratio,log mg/g,2015
public,Teumer,Risk factor,CKDGen,1101,formatted_Round3_UACR_noDM_2GC_b36_MAFget005_Nget50_2014_09_29.csv.tab,formatted_Round3_UACR_noDM_2GC_b36_MAFget005_Nget50_2014_09_29.csv.tab.sumstats.gz,1,NA,NA,Subjects with diabetes mellitus excluded,2188462,/projects/MRC-IEU/publicdata/GWAS_summary_data/CKDGEN,26631737,European,2,46061,0.96,Males and females,Kidney,Urinary albumin-to-creatinine ratio,log mg/g,2015
public,Pattaro,Disease,CKDGen,1102,formatted_round3meta_CKD_overall_IV_2GC_b36_MAFget005_Nget50_20120725_b37.csv.tab,formatted_round3meta_CKD_overall_IV_2GC_b36_MAFget005_Nget50_20120725_b37.csv.tab.sumstats.gz,1,12385,104780,NA,2191877,/projects/MRC-IEU/publicdata/GWAS_summary_data/CKDGEN,26831199,Mixed,1,117165,NA,Males and females,Kidney,Chronic kidney disease,log odds,2015
public,Pattaro,Risk factor,CKDGen,1103,formatted_round3meta_eGFRcrea_DM_IV_2GC_b36_MAFget005_Nget50_20140331.csv.tab,formatted_round3meta_eGFRcrea_DM_IV_2GC_b36_MAFget005_Nget50_20140331.csv.tab.sumstats.gz,1,NA,NA,In subjects with diabetes mellitus,2197064,/projects/MRC-IEU/publicdata/GWAS_summary_data/CKDGEN,26831199,Mixed,3,11529,0.24,Males and females,Kidney,Serum creatinine (eGFRcrea),log ml/min/1.73 m^2,2015
public,Pattaro,Risk factor,CKDGen,1104,formatted_round3meta_eGFRcrea_nonDM_IV_2GC_b36_MAFget005_Nget50_20120627_b37.csv.tab,formatted_round3meta_eGFRcrea_nonDM_IV_2GC_b36_MAFget005_Nget50_20120627_b37.csv.tab.sumstats.gz,1,NA,NA,Subjects with diabetes mellitus excluded,2198288,/projects/MRC-IEU/publicdata/GWAS_summary_data/CKDGEN,26831199,Mixed,2,118460,0.24,Males and females,Kidney,Serum creatinine (eGFRcrea),log ml/min/1.73 m^2,2015
public,Pattaro,Risk factor,CKDGen,1105,formatted_round3meta_eGFRcrea_overall_IV_2GC_b36_MAFget005_Nget50_20120705_b37.csv.tab,formatted_round3meta_eGFRcrea_overall_IV_2GC_b36_MAFget005_Nget50_20120705_b37.csv.tab.sumstats.gz,1,NA,NA,NA,2198208,/projects/MRC-IEU/publicdata/GWAS_summary_data/CKDGEN,26831199,Mixed,1,133814,0.24,Males and females,Kidney,Serum creatinine (eGFRcrea),log ml/min/1.73 m^2,2015
public,Pattaro,Risk factor,CKDGen,1106,formatted_round3meta_eGFRcys_overall_IV_2GC_b36_MAFget005_Nget50_20120725_b37.csv.tab,formatted_round3meta_eGFRcys_overall_IV_2GC_b36_MAFget005_Nget50_20120725_b37.csv.tab.sumstats.gz,1,NA,NA,NA,2197556,/projects/MRC-IEU/publicdata/GWAS_summary_data/CKDGEN,26831199,Mixed,1,33152,0.23,Males and females,Kidney,Serum cystatin C (eGFRcys),log ml/min/1.73 m^2,2015
public,Teumer,Risk factor,CKDGen,1107,formatted_round3meta_UACR_overall_IV_2GC_b36_MAFget005_Nget50_20140505.csv.tab,formatted_round3meta_UACR_overall_IV_2GC_b36_MAFget005_Nget50_20140505.csv.tab.sumstats.gz,1,NA,NA,NA,2190189,/projects/MRC-IEU/publicdata/GWAS_summary_data/CKDGEN,26631737,European,1,54450,0.96,Males and females,Kidney,Urinary albumin-to-creatinine ratio,log mg/g,2015
public,Malik,Disease,ISGC,1108,metastroke.all.chr.bp.tab,metastroke.all.chr.bp.tab.sumstats.gz,1,10307,19326,NA,2421920,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/ISGC_stroke/,26935894,Mixed,1,29633,NA,Males and females,Cardiovascular,Ischemic stroke,NA,2016
public,Malik,Disease,ISGC,1109,metastroke.ce.chr.bp.tab,metastroke.ce.chr.bp.tab.sumstats.gz,1,1859,19326,NA,2421920,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/ISGC_stroke/,26935894,Mixed,1,21185,NA,Males and females,Cardiovascular,Cardioembolic stroke,NA,2016
public,Randall JC,Risk factor,GIANT,111,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WHRadjBMI_WOMEN_N.txt.tab,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WHRadjBMI_WOMEN_N.txt.tab.sumstats.gz,1,NA,NA,Adjusted for BMI,2737356,/projects/MRC-IEU/publicdata/GWAS_summary_data/GIANT_2010_2012_2013,23754948,European,16,73137,0.07703981,Females,Anthropometric,Waist-to-hip ratio,SD (ratio),2013
